1779792814.736403 server started (1080152): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1779792814.736424 on Linux 6.8.0-71-generic #71-Ubuntu SMP PREEMPT_DYNAMIC Tue Jul 22 16:52:38 UTC 2025
1779792814.736431 using libevent 2.1.12-stable poll
1779792814.736434 using ncurses 6.4 20240113
1779792814.737883 yylex_token: command-prompt
1779792814.737886 yylex_token: end at WS
1779792814.737889 yylex_token: -I#S
1779792814.737893 yylex_token: end at WS
1779792814.737895 yylex_token: rename-session
1779792814.737898 yylex_token: end at WS
1779792814.737901 yylex_token: --
1779792814.737904 yylex_token: end at WS
1779792814.737907 yylex_token: %%
1779792814.737919 cmd_parse_build_commands 0:0: bind
1779792814.737922 cmd_parse_build_commands 0:1: -N
1779792814.737925 cmd_parse_build_commands 0:2: Rename current session
1779792814.737928 cmd_parse_build_commands 0:3: $
1779792814.737932 cmd_parse_build_commands 0:4 0:0: command-prompt
1779792814.737935 cmd_parse_build_commands 0:4 0:1: -I#S
1779792814.737938 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1779792814.737942 cmd_parse_build_commands 0:4 0:2 0:1: --
1779792814.737945 cmd_parse_build_commands 0:4 0:2 0:2: %%
1779792814.737949 cmd_parse_build_commands 0:0: command-prompt
1779792814.737952 cmd_parse_build_commands 0:1: -I#S
1779792814.737955 cmd_parse_build_commands 0:2 0:0: rename-session
1779792814.737958 cmd_parse_build_commands 0:2 0:1: --
1779792814.737961 cmd_parse_build_commands 0:2 0:2: %%
1779792814.737965 cmd_parse_build_commands 0:0: rename-session
1779792814.737968 cmd_parse_build_commands 0:1: --
1779792814.737971 cmd_parse_build_commands 0:2: %%
1779792814.737976 args_parse_flags: next --
1779792814.737979 args_parse: flags end at 2 of 3
1779792814.737982 args_parse: 2 = %% (type STRING)
1779792814.737987 cmd_parse_build_commands: rename-session "%%"
1779792814.737990 args_parse_flags: next -I#S
1779792814.737993 args_parse_flag_argument: -I = #S
1779792814.737996 args_parse: flags end at 2 of 3
1779792814.738001 args_parse: 2 = rename-session "%%" (type COMMANDS)
1779792814.738008 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1779792814.738011 args_parse_flags: next -N
1779792814.738014 args_parse_flag_argument: -N = Rename current session
1779792814.738017 args_parse_flags: next $
1779792814.738020 args_parse: flags end at 3 of 5
1779792814.738023 args_parse: 3 = $ (type STRING)
1779792814.738029 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1779792814.738038 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1779792814.738047 cmdq_get_command: [bind-key/0x648c98b023c0] group 62
1779792814.738050 cmdq_append <global>: [bind-key/0x648c98b023c0]
1779792814.738057 yylex_token: end at WS
1779792814.738060 yylex_token: bind
1779792814.738063 yylex_token: end at WS
1779792814.738065 yylex_token: -N
1779792814.738069 yylex_token: end at WS
1779792814.738072 yylex_token: Split window horizontally
1779792814.738075 yylex_get_word: %
1779792814.738079 yylex_token: end at WS
1779792814.738082 yylex_token: split-window
1779792814.738085 yylex_token: end at WS
1779792814.738087 yylex_token: -h
1779792814.738091 cmd_parse_build_commands 0:0: bind
1779792814.738094 cmd_parse_build_commands 0:1: -N
1779792814.738097 cmd_parse_build_commands 0:2: Split window horizontally
1779792814.738101 cmd_parse_build_commands 0:3: %
1779792814.738104 cmd_parse_build_commands 0:4 0:0: split-window
1779792814.738107 cmd_parse_build_commands 0:4 0:1: -h
1779792814.738111 cmd_parse_build_commands 0:0: split-window
1779792814.738114 cmd_parse_build_commands 0:1: -h
1779792814.738119 args_parse_flags: next -h
1779792814.738122 args_parse_flags: -h
1779792814.738125 args_parse: flags end at 2 of 2
1779792814.738129 cmd_parse_build_commands: split-window -h
1779792814.738132 args_parse_flags: next -N
1779792814.738135 args_parse_flag_argument: -N = Split window horizontally
1779792814.738138 args_parse_flags: next %
1779792814.738141 args_parse: flags end at 3 of 5
1779792814.738144 args_parse: 3 = % (type STRING)
1779792814.738149 args_parse: 4 = split-window -h (type COMMANDS)
1779792814.738156 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1779792814.738161 cmdq_get_command: [bind-key/0x648c98b01c60] group 74
1779792814.738164 cmdq_append <global>: [bind-key/0x648c98b01c60]
1779792814.738168 yylex_token: end at WS
1779792814.738170 yylex_token: bind
1779792814.738173 yylex_token: end at WS
1779792814.738176 yylex_token: -N
1779792814.738180 yylex_token: end at WS
1779792814.738183 yylex_token: Kill current window
1779792814.738185 yylex_token: end at WS
1779792814.738188 yylex_token: &
1779792814.738191 yylex_token: end at WS
1779792814.738194 yylex_token: confirm-before
1779792814.738198 yylex_token: end at WS
1779792814.738201 yylex_token: -pkill-window #W? (y/n)
1779792814.738204 yylex_token: end at WS
1779792814.738207 yylex_token: kill-window
1779792814.738211 cmd_parse_build_commands 0:0: bind
1779792814.738214 cmd_parse_build_commands 0:1: -N
1779792814.738217 cmd_parse_build_commands 0:2: Kill current window
1779792814.738220 cmd_parse_build_commands 0:3: &
1779792814.738352 cmd_parse_build_commands 0:4 0:0: confirm-before
1779792814.738400 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1779792814.738439 cmd_parse_build_commands 0:4 0:2: kill-window
1779792814.738479 cmd_parse_build_commands 0:0: confirm-before
1779792814.738518 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1779792814.738549 cmd_parse_build_commands 0:2: kill-window
1779792814.738584 args_parse_flags: next -pkill-window #W? (y/n)
1779792814.738621 args_parse_flag_argument: -p = kill-window #W? (y/n)
1779792814.738655 args_parse_flags: next kill-window
1779792814.738689 args_parse: flags end at 2 of 3
1779792814.738722 args_parse: 2 = kill-window (type STRING)
1779792814.738757 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1779792814.738789 args_parse_flags: next -N
1779792814.738819 args_parse_flag_argument: -N = Kill current window
1779792814.738849 args_parse_flags: next &
1779792814.738883 args_parse: flags end at 3 of 5
1779792814.738912 args_parse: 3 = & (type STRING)
1779792814.738947 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1779792814.738985 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1779792814.739019 cmdq_get_command: [bind-key/0x648c98b03990] group 82
1779792814.739051 cmdq_append <global>: [bind-key/0x648c98b03990]
1779792814.739082 yylex_token: end at WS
1779792814.739119 yylex_token: bind
1779792814.739150 yylex_token: end at WS
1779792814.739179 yylex_token: -N
1779792814.739210 yylex_token: end at WS
1779792814.739264 yylex_token: Prompt for window index to select
1779792814.739300 yylex_token: end at WS
1779792814.739330 yylex_token: '
1779792814.739361 yylex_token: end at WS
1779792814.739391 yylex_token: command-prompt
1779792814.739421 yylex_token: end at WS
1779792814.739451 yylex_token: -T
1779792814.739481 yylex_token: end at WS
1779792814.739510 yylex_token: window-target
1779792814.739540 yylex_token: end at WS
1779792814.739570 yylex_token: -pindex
1779792814.739600 yylex_token: end at WS
1779792814.739630 yylex_token: select-window
1779792814.739661 yylex_token: end at WS
1779792814.739691 yylex_token: -t
1779792814.739720 yylex_token: end at WS
1779792814.739749 yylex_token: :%%
1779792814.739789 cmd_parse_build_commands 0:0: bind
1779792814.739874 cmd_parse_build_commands 0:1: -N
1779792814.739911 cmd_parse_build_commands 0:2: Prompt for window index to select
1779792814.739941 cmd_parse_build_commands 0:3: '
1779792814.739972 cmd_parse_build_commands 0:4 0:0: command-prompt
1779792814.740002 cmd_parse_build_commands 0:4 0:1: -T
1779792814.740032 cmd_parse_build_commands 0:4 0:2: window-target
1779792814.740062 cmd_parse_build_commands 0:4 0:3: -pindex
1779792814.740092 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1779792814.740123 cmd_parse_build_commands 0:4 0:4 0:1: -t
1779792814.740152 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1779792814.740184 cmd_parse_build_commands 0:0: command-prompt
1779792814.740217 cmd_parse_build_commands 0:1: -T
1779792814.740265 cmd_parse_build_commands 0:2: window-target
1779792814.740300 cmd_parse_build_commands 0:3: -pindex
1779792814.740331 cmd_parse_build_commands 0:4 0:0: select-window
1779792814.740362 cmd_parse_build_commands 0:4 0:1: -t
1779792814.740391 cmd_parse_build_commands 0:4 0:2: :%%
1779792814.740423 cmd_parse_build_commands 0:0: select-window
1779792814.740453 cmd_parse_build_commands 0:1: -t
1779792814.740482 cmd_parse_build_commands 0:2: :%%
1779792814.740514 args_parse_flags: next -t
1779792814.740544 args_parse_flag_argument: -t = :%%
1779792814.740574 args_parse: flags end at 3 of 3
1779792814.740608 cmd_parse_build_commands: select-window -t ":%%"
1779792814.740639 args_parse_flags: next -T
1779792814.740670 args_parse_flag_argument: -T = window-target
1779792814.740699 args_parse_flags: next -pindex
1779792814.740729 args_parse_flag_argument: -p = index
1779792814.740759 args_parse: flags end at 4 of 5
1779792814.740791 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1779792814.740827 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1779792814.740832 args_parse_flags: next -N
1779792814.740836 args_parse_flag_argument: -N = Prompt for window index to select
1779792814.740839 args_parse_flags: next '
1779792814.740842 args_parse: flags end at 3 of 5
1779792814.740845 args_parse: 3 = ' (type STRING)
1779792814.740853 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1779792814.740864 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1779792814.740870 cmdq_get_command: [bind-key/0x648c98b04230] group 90
1779792814.740874 cmdq_append <global>: [bind-key/0x648c98b04230]
1779792814.740883 yylex_token: end at WS
1779792814.740886 yylex_token: bind
1779792814.740889 yylex_token: end at WS
1779792814.740892 yylex_token: -N
1779792814.740896 yylex_token: end at WS
1779792814.740899 yylex_token: Switch to previous client
1779792814.740902 yylex_token: end at WS
1779792814.740904 yylex_token: (
1779792814.740908 yylex_token: end at WS
1779792814.740911 yylex_token: switch-client
1779792814.740914 yylex_token: end at WS
1779792814.740916 yylex_token: -p
1779792814.740921 cmd_parse_build_commands 0:0: bind
1779792814.740924 cmd_parse_build_commands 0:1: -N
1779792814.740927 cmd_parse_build_commands 0:2: Switch to previous client
1779792814.740935 cmd_parse_build_commands 0:3: (
1779792814.740939 cmd_parse_build_commands 0:4 0:0: switch-client
1779792814.740942 cmd_parse_build_commands 0:4 0:1: -p
1779792814.740947 cmd_parse_build_commands 0:0: switch-client
1779792814.740950 cmd_parse_build_commands 0:1: -p
1779792814.740955 args_parse_flags: next -p
1779792814.740958 args_parse_flags: -p
1779792814.740961 args_parse: flags end at 2 of 2
1779792814.740965 cmd_parse_build_commands: switch-client -p
1779792814.740968 args_parse_flags: next -N
1779792814.740972 args_parse_flag_argument: -N = Switch to previous client
1779792814.740975 args_parse_flags: next (
1779792814.740978 args_parse: flags end at 3 of 5
1779792814.740981 args_parse: 3 = ( (type STRING)
1779792814.740985 args_parse: 4 = switch-client -p (type COMMANDS)
1779792814.740993 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1779792814.740997 cmdq_get_command: [bind-key/0x648c98b046f0] group 102
1779792814.741001 cmdq_append <global>: [bind-key/0x648c98b046f0]
1779792814.741004 yylex_token: end at WS
1779792814.741007 yylex_token: bind
1779792814.741010 yylex_token: end at WS
1779792814.741013 yylex_token: -N
1779792814.741016 yylex_token: end at WS
1779792814.741019 yylex_token: Switch to next client
1779792814.741022 yylex_token: end at WS
1779792814.741025 yylex_token: )
1779792814.741028 yylex_token: end at WS
1779792814.741031 yylex_token: switch-client
1779792814.741034 yylex_token: end at WS
1779792814.741037 yylex_token: -n
1779792814.741041 cmd_parse_build_commands 0:0: bind
1779792814.741044 cmd_parse_build_commands 0:1: -N
1779792814.741047 cmd_parse_build_commands 0:2: Switch to next client
1779792814.741050 cmd_parse_build_commands 0:3: )
1779792814.741054 cmd_parse_build_commands 0:4 0:0: switch-client
1779792814.741057 cmd_parse_build_commands 0:4 0:1: -n
1779792814.741061 cmd_parse_build_commands 0:0: switch-client
1779792814.741064 cmd_parse_build_commands 0:1: -n
1779792814.741069 args_parse_flags: next -n
1779792814.741071 args_parse_flags: -n
1779792814.741074 args_parse: flags end at 2 of 2
1779792814.741078 cmd_parse_build_commands: switch-client -n
1779792814.741081 args_parse_flags: next -N
1779792814.741085 args_parse_flag_argument: -N = Switch to next client
1779792814.741088 args_parse_flags: next )
1779792814.741091 args_parse: flags end at 3 of 5
1779792814.741094 args_parse: 3 = ) (type STRING)
1779792814.741098 args_parse: 4 = switch-client -n (type COMMANDS)
1779792814.741105 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1779792814.741110 cmdq_get_command: [bind-key/0x648c98b04d40] group 110
1779792814.741113 cmdq_append <global>: [bind-key/0x648c98b04d40]
1779792814.741117 yylex_token: end at WS
1779792814.741119 yylex_token: bind
1779792814.741122 yylex_token: end at WS
1779792814.741125 yylex_token: -N
1779792814.741129 yylex_token: end at WS
1779792814.741132 yylex_token: Rename current window
1779792814.741135 yylex_token: end at WS
1779792814.741137 yylex_token: ,
1779792814.741141 yylex_token: end at WS
1779792814.741144 yylex_token: command-prompt
1779792814.741147 yylex_token: end at WS
1779792814.741149 yylex_token: -I#W
1779792814.741153 yylex_token: end at WS
1779792814.741155 yylex_token: rename-window
1779792814.741159 yylex_token: end at WS
1779792814.741161 yylex_token: --
1779792814.741164 yylex_token: end at WS
1779792814.741167 yylex_token: %%
1779792814.741171 cmd_parse_build_commands 0:0: bind
1779792814.741174 cmd_parse_build_commands 0:1: -N
1779792814.741178 cmd_parse_build_commands 0:2: Rename current window
1779792814.741181 cmd_parse_build_commands 0:3: ,
1779792814.741184 cmd_parse_build_commands 0:4 0:0: command-prompt
1779792814.741187 cmd_parse_build_commands 0:4 0:1: -I#W
1779792814.741191 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1779792814.741194 cmd_parse_build_commands 0:4 0:2 0:1: --
1779792814.741197 cmd_parse_build_commands 0:4 0:2 0:2: %%
1779792814.741201 cmd_parse_build_commands 0:0: command-prompt
1779792814.741207 cmd_parse_build_commands 0:1: -I#W
1779792814.741211 cmd_parse_build_commands 0:2 0:0: rename-window
1779792814.741214 cmd_parse_build_commands 0:2 0:1: --
1779792814.741217 cmd_parse_build_commands 0:2 0:2: %%
1779792814.741220 cmd_parse_build_commands 0:0: rename-window
1779792814.741238 cmd_parse_build_commands 0:1: --
1779792814.741244 cmd_parse_build_commands 0:2: %%
1779792814.741249 args_parse_flags: next --
1779792814.741253 args_parse: flags end at 2 of 3
1779792814.741256 args_parse: 2 = %% (type STRING)
1779792814.741260 cmd_parse_build_commands: rename-window "%%"
1779792814.741264 args_parse_flags: next -I#W
1779792814.741267 args_parse_flag_argument: -I = #W
1779792814.741270 args_parse: flags end at 2 of 3
1779792814.741279 args_parse: 2 = rename-window "%%" (type COMMANDS)
1779792814.741286 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1779792814.741289 args_parse_flags: next -N
1779792814.741292 args_parse_flag_argument: -N = Rename current window
1779792814.741295 args_parse_flags: next ,
1779792814.741298 args_parse: flags end at 3 of 5
1779792814.741301 args_parse: 3 = , (type STRING)
1779792814.741307 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1779792814.741316 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1779792814.741321 cmdq_get_command: [bind-key/0x648c98b05ec0] group 118
1779792814.741324 cmdq_append <global>: [bind-key/0x648c98b05ec0]
1779792814.741328 yylex_token: end at WS
1779792814.741331 yylex_token: bind
1779792814.741334 yylex_token: end at WS
1779792814.741337 yylex_token: -N
1779792814.741341 yylex_token: end at WS
1779792814.741344 yylex_token: Delete the most recent paste buffer
1779792814.741347 yylex_token: end at WS
1779792814.741350 yylex_token: -
1779792814.741354 yylex_token: end at WS
1779792814.741356 yylex_token: delete-buffer
1779792814.741361 cmd_parse_build_commands 0:0: bind
1779792814.741364 cmd_parse_build_commands 0:1: -N
1779792814.741367 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1779792814.741370 cmd_parse_build_commands 0:3: -
1779792814.741374 cmd_parse_build_commands 0:4 0:0: delete-buffer
1779792814.741378 cmd_parse_build_commands 0:0: delete-buffer
1779792814.741382 args_parse: flags end at 1 of 1
1779792814.741385 cmd_parse_build_commands: delete-buffer
1779792814.741388 args_parse_flags: next -N
1779792814.741392 args_parse_flag_argument: -N = Delete the most recent paste buffer
1779792814.741395 args_parse_flags: next -
1779792814.741398 args_parse: flags end at 3 of 5
1779792814.741400 args_parse: 3 = - (type STRING)
1779792814.741404 args_parse: 4 = delete-buffer (type COMMANDS)
1779792814.741411 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1779792814.741415 cmdq_get_command: [bind-key/0x648c98b066a0] group 130
1779792814.741419 cmdq_append <global>: [bind-key/0x648c98b066a0]
1779792814.741425 yylex_token: end at WS
1779792814.741427 yylex_token: bind
1779792814.741430 yylex_token: end at WS
1779792814.741433 yylex_token: -N
1779792814.741437 yylex_token: end at WS
1779792814.741440 yylex_token: Move the current window
1779792814.741443 yylex_token: end at WS
1779792814.741445 yylex_token: .
1779792814.741449 yylex_token: end at WS
1779792814.741452 yylex_token: command-prompt
1779792814.741455 yylex_token: end at WS
1779792814.741457 yylex_token: -T
1779792814.741460 yylex_token: end at WS
1779792814.741463 yylex_token: target
1779792814.741466 yylex_token: end at WS
1779792814.741469 yylex_token: move-window
1779792814.741472 yylex_token: end at WS
1779792814.741475 yylex_token: -t
1779792814.741478 yylex_token: end at WS
1779792814.741480 yylex_token: %%
1779792814.741485 cmd_parse_build_commands 0:0: bind
1779792814.741488 cmd_parse_build_commands 0:1: -N
1779792814.741491 cmd_parse_build_commands 0:2: Move the current window
1779792814.741494 cmd_parse_build_commands 0:3: .
1779792814.741498 cmd_parse_build_commands 0:4 0:0: command-prompt
1779792814.741505 cmd_parse_build_commands 0:4 0:1: -T
1779792814.741508 cmd_parse_build_commands 0:4 0:2: target
1779792814.741511 cmd_parse_build_commands 0:4 0:3 0:0: move-window
